id,user_id,job_title,is role specific?,is resume specific?,question_type,question,description,Answer Prompt,Answer Function,Scoring Prompt,Scoring Function,company_name,created_at,updated_at
178,,Data Engineer,Yes,No,role specific questions,How do you manage the trade-offs between data storage costs and performance in your projects?,,,,,,,2024-06-20 11:36:08,2024-06-20 11:36:08
179,,Data Engineer,Yes,No,role specific questions,Have you experience with stream processing systems like Kafka or Flink?,,,,,,,2024-06-20 11:36:08,2024-06-20 11:36:08
180,,Data Engineer,Yes,No,role specific questions,How do you handle schema evolution and versioning in your data pipelines?,,,,,,,2024-06-20 11:36:08,2024-06-20 11:36:08
181,,Data Engineer,Yes,No,role specific questions,Can you describe a time when you had to optimize a database query for performance?,,,,,,,2024-06-20 11:36:08,2024-06-20 11:36:08
182,,Data Engineer,Yes,No,role specific questions,What strategies do you use for monitoring and alerting in your data engineering projects?,,,,,,,2024-06-20 11:36:08,2024-06-20 11:36:08
183,,Mobile Developer,Yes,No,role specific questions,Can you walk me through your experience developing mobile applications for both iOS and Android platforms?,,,,,,,2024-06-20 11:36:08,2024-06-20 11:36:08
184,,Mobile Developer,Yes,No,role specific questions,How do you ensure that the mobile applications you develop are user-friendly and intuitive?,,,,,,,2024-06-20 11:36:08,2024-06-20 11:36:08
185,,Mobile Developer,Yes,No,role specific questions,What experience do you have with incorporating third-party APIs into mobile applications?,,,,,,,2024-06-20 11:36:08,2024-06-20 11:36:08
186,,Mobile Developer,Yes,No,role specific questions,Can you discuss a particularly challenging bug you encountered while developing a mobile application and how you resolved it?,,,,,,,2024-06-20 11:36:08,2024-06-20 11:36:08
187,,Mobile Developer,Yes,No,role specific questions,How do you stay updated on the latest mobile development trends and technologies?,,,,,,,2024-06-20 11:36:08,2024-06-20 11:36:08
188,,Mobile Developer,Yes,No,role specific questions,Have you ever worked on a project that required integrating machine learning algorithms into a mobile application?,,,,,,,2024-06-20 11:36:08,2024-06-20 11:36:08
189,,Mobile Developer,Yes,No,role specific questions,What steps do you take to optimize mobile application performance and ensure fast loading times?,,,,,,,2024-06-20 11:36:08,2024-06-20 11:36:08
190,,Mobile Developer,Yes,No,role specific questions,Can you explain the process you follow for testing mobile applications on different devices and screen sizes?,,,,,,,2024-06-20 11:36:08,2024-06-20 11:36:08
191,,Mobile Developer,Yes,No,role specific questions,Have you ever had to deal with security vulnerabilities in a mobile application? How did you address them?,,,,,,,2024-06-20 11:36:08,2024-06-20 11:36:08
192,,Mobile Developer,Yes,No,role specific questions,What experience do you have with offline mobile application functionality?,,,,,,,2024-06-20 11:36:08,2024-06-20 11:36:08
193,,Mobile Developer,Yes,No,role specific questions,Can you discuss a time when you had to work closely with UX/UI designers to implement designs in a mobile application?,,,,,,,2024-06-20 11:36:08,2024-06-20 11:36:08
194,,Mobile Developer,Yes,No,role specific questions,How do you handle memory management and optimize resource usage in mobile applications?,,,,,,,2024-06-20 11:36:08,2024-06-20 11:36:08
195,,Mobile Developer,Yes,No,role specific questions,Have you ever had to implement push notifications in a mobile application? What challenges did you face?,,,,,,,2024-06-20 11:36:08,2024-06-20 11:36:08
196,,Mobile Developer,Yes,No,role specific questions,Can you explain your experience with cross-platform mobile development frameworks such as React Native or Flutter?,,,,,,,2024-06-20 11:36:08,2024-06-20 11:36:08
197,,Mobile Developer,Yes,No,role specific questions,What strategies do you use to ensure that mobile applications you develop are accessible to users with disabilities?,,,,,,,2024-06-20 11:36:08,2024-06-20 11:36:08
198,,Mobile Developer,Yes,No,role specific questions,Have you ever led a team of mobile developers on a large-scale project? What was your approach to leadership?,,,,,,,2024-06-20 11:36:08,2024-06-20 11:36:08
199,,Mobile Developer,Yes,No,role specific questions,Can you discuss a time when you had to refactor a significant portion of code in a mobile application? What was the outcome?,,,,,,,2024-06-20 11:36:08,2024-06-20 11:36:08
200,,Mobile Developer,Yes,No,role specific questions,How do you approach incorporating animations and transitions in mobile applications to enhance the user experience?,,,,,,,2024-06-20 11:36:08,2024-06-20 11:36:08
201,,Mobile Developer,Yes,No,role specific questions,What tools and technologies do you typically use for version control and collaboration in mobile development projects?,,,,,,,2024-06-20 11:36:08,2024-06-20 11:36:08
202,,Mobile Developer,Yes,No,role specific questions,Can you discuss your experience with integrating location-based services and mapping functionalities in mobile applications?,,,,,,,2024-06-20 11:36:08,2024-06-20 11:36:08
203,,Mobile Developer,Yes,No,role specific questions,Have you ever had to optimize mobile applications for low-bandwidth or unreliable network connections? How did you approach this?,,,,,,,2024-06-20 11:36:08,2024-06-20 11:36:08
204,,Mobile Developer,Yes,No,role specific questions,What steps do you take to ensure that mobile applications you develop are compliant with data privacy regulations?,,,,,,,2024-06-20 11:36:08,2024-06-20 11:36:08
205,,Mobile Developer,Yes,No,role specific questions,Can you discuss a time when you had to work closely with backend developers to integrate APIs and data sources in a mobile application?,,,,,,,2024-06-20 11:36:08,2024-06-20 11:36:08
206,,Mobile Developer,Yes,No,role specific questions,How do you approach handling user authentication and authorization in mobile applications?,,,,,,,2024-06-20 11:36:08,2024-06-20 11:36:08
207,,Mobile Developer,Yes,No,role specific questions,What techniques do you use for automated testing of mobile applications to ensure quality and reliability?,,,,,,,2024-06-20 11:36:08,2024-06-20 11:36:08
208,,Mobile Developer,Yes,No,role specific questions,Have you ever had to implement real-time communication features such as chat or video calling in a mobile application?,,,,,,,2024-06-20 11:36:08,2024-06-20 11:36:08
209,,Mobile Developer,Yes,No,role specific questions,Can you discuss your experience with developing mobile applications that support multiple languages and localization?,,,,,,,2024-06-20 11:36:08,2024-06-20 11:36:08
210,,Mobile Developer,Yes,No,role specific questions,What strategies do you use to ensure that mobile applications you develop are optimized for battery efficiency?,,,,,,,2024-06-20 11:36:08,2024-06-20 11:36:08
211,,Mobile Developer,Yes,No,role specific questions,How do you approach continuous integration and deployment for mobile applications to streamline the development process?,,,,,,,2024-06-20 11:36:08,2024-06-20 11:36:08
212,,Mobile Developer,Yes,No,role specific questions,Can you discuss a time when you had to optimize the user interface of a mobile application for different device sizes and resolutions?,,,,,,,2024-06-20 11:36:08,2024-06-20 11:36:08
213,,Network Architect,Yes,No,role specific questions,Can you explain the difference between layer 2 and layer 3 switches?,,,,,,,2024-06-20 11:36:08,2024-06-20 11:36:08
214,,Network Architect,Yes,No,role specific questions,How do you ensure network security in a distributed environment?,,,,,,,2024-06-20 11:36:08,2024-06-20 11:36:08
215,,Network Architect,Yes,No,role specific questions,Can you provide an overview of your experience with SD-WAN technology?,,,,,,,2024-06-20 11:36:08,2024-06-20 11:36:08
216,,Network Architect,Yes,No,role specific questions,How do you approach designing a network for high availability?,,,,,,,2024-06-20 11:36:08,2024-06-20 11:36:08
217,,Network Architect,Yes,No,role specific questions,What is your experience with implementing QoS on a network?,,,,,,,2024-06-20 11:36:08,2024-06-20 11:36:08
218,,Network Architect,Yes,No,role specific questions,Can you explain the concept of VLANs and how they are used in network architecture?,,,,,,,2024-06-20 11:36:08,2024-06-20 11:36:08
219,,Network Architect,Yes,No,role specific questions,How do you handle network scaling and growth in your designs?,,,,,,,2024-06-20 11:36:08,2024-06-20 11:36:08
220,,Network Architect,Yes,No,role specific questions,What is your experience with firewall technologies and their implementation in a network?,,,,,,,2024-06-20 11:36:08,2024-06-20 11:36:08
221,,Network Architect,Yes,No,role specific questions,Can you discuss your experience with routing protocols such as OSPF and BGP?,,,,,,,2024-06-20 11:36:08,2024-06-20 11:36:08
222,,Network Architect,Yes,No,role specific questions,How do you approach network troubleshooting and problem resolution?,,,,,,,2024-06-20 11:36:08,2024-06-20 11:36:08
223,,Network Architect,Yes,No,role specific questions,What is your experience with designing and implementing VPN solutions?,,,,,,,2024-06-20 11:36:08,2024-06-20 11:36:08
224,,Network Architect,Yes,No,role specific questions,Can you discuss your familiarity with network monitoring and management tools?,,,,,,,2024-06-20 11:36:08,2024-06-20 11:36:08
225,,Network Architect,Yes,No,role specific questions,How do you stay updated with the latest networking technologies and trends?,,,,,,,2024-06-20 11:36:08,2024-06-20 11:36:08
226,,Network Architect,Yes,No,role specific questions,What is your experience with cloud networking and hybrid cloud environments?,,,,,,,2024-06-20 11:36:08,2024-06-20 11:36:08
227,,Network Architect,Yes,No,role specific questions,How do you ensure network compliance with industry standards and regulations?,,,,,,,2024-06-20 11:36:08,2024-06-20 11:36:08
228,,Network Architect,Yes,No,role specific questions,Can you provide an example of a complex network design project you have worked on?,,,,,,,2024-06-20 11:36:08,2024-06-20 11:36:08
229,,Network Architect,Yes,No,role specific questions,What is your approach to network optimization and performance tuning?,,,,,,,2024-06-20 11:36:08,2024-06-20 11:36:08
230,,Network Architect,Yes,No,role specific questions,How do you handle network redundancy and failover in your designs?,,,,,,,2024-06-20 11:36:08,2024-06-20 11:36:08
231,,Network Architect,Yes,No,role specific questions,Can you discuss your experience with software-defined networking (SDN) concepts?,,,,,,,2024-06-20 11:36:08,2024-06-20 11:36:08
232,,Network Architect,Yes,No,role specific questions,What is your experience with network virtualization technologies?,,,,,,,2024-06-20 11:36:08,2024-06-20 11:36:08
233,,Network Architect,Yes,No,role specific questions,How do you approach network architecture for IoT devices and applications?,,,,,,,2024-06-20 11:36:08,2024-06-20 11:36:08
234,,Network Architect,Yes,No,role specific questions,What is your experience with designing and implementing secure wireless networks?,,,,,,,2024-06-20 11:36:08,2024-06-20 11:36:08
235,,Network Architect,Yes,No,role specific questions,Can you discuss your experience with load balancing technologies and their role in network architecture?,,,,,,,2024-06-20 11:36:08,2024-06-20 11:36:08
236,,Network Architect,Yes,No,role specific questions,How do you ensure proper segmentation and isolation of network traffic?,,,,,,,2024-06-20 11:36:08,2024-06-20 11:36:08
237,,Network Architect,Yes,No,role specific questions,What is your approach to network documentation and diagramming?,,,,,,,2024-06-20 11:36:08,2024-06-20 11:36:08
238,,Network Architect,Yes,No,role specific questions,Can you provide an example of a challenging network issue you have successfully resolved?,,,,,,,2024-06-20 11:36:08,2024-06-20 11:36:08
239,,Network Architect,Yes,No,role specific questions,What is your experience with network automation tools and scripting?,,,,,,,2024-06-20 11:36:08,2024-06-20 11:36:08
240,,Network Architect,Yes,No,role specific questions,How do you approach network capacity planning in your designs?,,,,,,,2024-06-20 11:36:08,2024-06-20 11:36:08
241,,Network Architect,Yes,No,role specific questions,Can you discuss your experience with VoIP and unified communications in a network environment?,,,,,,,2024-06-20 11:36:08,2024-06-20 11:36:08
242,,Network Architect,Yes,No,role specific questions,What is your experience with network performance monitoring and analysis tools?,,,,,,,2024-06-20 11:36:08,2024-06-20 11:36:08
243,,Data Warehouse Architect,Yes,No,role specific questions,Can you explain the difference between a data warehouse and a data lake?,,,,,,,2024-06-20 11:36:08,2024-06-20 11:36:08
